,flow,country1,country2,currency,amount
1472,Import,GRC,CHE,USD,51387749.0
1473,Import,HUN,CHE,USD,51856167.0
1474,Import,ISL,CHE,USD,7176679.0
1475,Import,IRL,CHE,USD,92139644.0
1476,Import,ITA,CHE,USD,1166733691.0
1477,Import,JPN,CHE,USD,607261621.0
1478,Import,LUX,CHE,USD,18859327.0
1479,Import,MEX,CHE,USD,139145492.0
1480,Import,NLD,CHE,USD,241043227.0
1481,Import,NOR,CHE,USD,98172872.0
1482,Import,POL,CHE,USD,131974417.0
1483,Import,PRT,CHE,USD,31062519.0
1484,Import,SWE,CHE,USD,96794332.0
1485,Import,TUR,CHE,USD,803939632.0
1486,Import,GBR,CHE,USD,1013376421.0
1487,Import,USA,CHE,USD,2355625000.0
1488,Import,CHL,CHE,USD,27726753.0
1489,Import,EST,CHE,USD,17518945.0
1490,Import,SVN,CHE,USD,42947157.0
1519,Import,AUS,TUR,USD,51672271.0
1520,Import,AUT,TUR,USD,132306421.0
1521,Import,BEL,TUR,USD,356840719.0
1522,Import,CAN,TUR,USD,106611371.0
1523,Import,CZE,TUR,USD,95470542.0
1524,Import,DNK,TUR,USD,80858168.0
1525,Import,FIN,TUR,USD,42319053.0
1526,Import,FRA,TUR,USD,662786721.0
1527,Import,DEU,TUR,USD,1353994113.0
1528,Import,GRC,TUR,USD,124987681.0
1529,Import,HUN,TUR,USD,61005000.0
1530,Import,ISL,TUR,USD,2617035.0
1531,Import,IRL,TUR,USD,32835401.0
1532,Import,ITA,TUR,USD,609320534.0
1533,Import,JPN,TUR,USD,49896913.0
1534,Import,LUX,TUR,USD,3209092.0
1535,Import,MEX,TUR,USD,43925221.0
1536,Import,NLD,TUR,USD,251537343.0
1537,Import,NOR,TUR,USD,79850180.0
1538,Import,POL,TUR,USD,200644750.0
1539,Import,PRT,TUR,USD,32093458.0
1540,Import,SWE,TUR,USD,106823142.0
1541,Import,CHE,TUR,USD,107378055.0
1542,Import,GBR,TUR,USD,775302345.0
1543,Import,USA,TUR,USD,555866667.0
1544,Import,CHL,TUR,USD,22008304.0
1545,Import,EST,TUR,USD,14166988.0
1546,Import,SVN,TUR,USD,35166587.0
1575,Import,AUS,GBR,USD,498799727.0
1576,Import,AUT,GBR,USD,229738083.0
1577,Import,BEL,GBR,USD,1937321057.0
1578,Import,CAN,GBR,USD,682080980.0
1579,Import,CZE,GBR,USD,225562132.0
1580,Import,DNK,GBR,USD,426944776.0
1581,Import,FIN,GBR,USD,202773660.0
1582,Import,FRA,GBR,USD,2295358131.0
1583,Import,DEU,GBR,USD,4677832919.0
1584,Import,GRC,GBR,USD,128997826.0
1585,Import,HUN,GBR,USD,155123500.0
1586,Import,ISL,GBR,USD,18669262.0
1587,Import,IRL,GBR,USD,1830956703.0
1588,Import,ITA,GBR,USD,1056606733.0
1589,Import,JPN,GBR,USD,547275801.0
1590,Import,LUX,GBR,USD,31146637.0
1591,Import,MEX,GBR,USD,209002261.0
1592,Import,NLD,GBR,USD,3064415228.0
1593,Import,NOR,GBR,USD,475773449.0
1594,Import,POL,GBR,USD,447113083.0
1595,Import,PRT,GBR,USD,183367980.0
1596,Import,SWE,GBR,USD,768240854.0
1597,Import,CHE,GBR,USD,607468145.0
1598,Import,TUR,GBR,USD,752594535.0
1599,Import,USA,GBR,USD,4384841667.0
1600,Import,CHL,GBR,USD,122298692.0
1601,Import,EST,GBR,USD,69940266.0
1602,Import,SVN,GBR,USD,35731426.0
1631,Import,AUS,USA,USD,2024480038.0
1632,Import,AUT,USA,USD,474119316.0
1633,Import,BEL,USA,USD,2632714633.0
1634,Import,CAN,USA,USD,20017099961.0
1635,Import,CZE,USA,USD,259084270.0
1636,Import,DNK,USA,USD,195724740.0
1637,Import,FIN,USA,USD,216886025.0
1638,Import,FRA,USA,USD,3616675943.0
1639,Import,DEU,USA,USD,5367949384.0
1640,Import,GRC,USA,USD,55770067.0
1641,Import,HUN,USA,USD,177225000.0
1642,Import,ISL,USA,USD,36478886.0
1643,Import,IRL,USA,USD,577375387.0
1644,Import,ITA,USA,USD,1276881766.0
1645,Import,JPN,USA,USD,5994915492.0
1646,Import,LUX,USA,USD,146960763.0
1647,Import,MEX,USA,USD,15646538458.0
1648,Import,NLD,USA,USD,2946809349.0
1649,Import,NOR,USA,USD,441548003.0
1650,Import,POL,USA,USD,458740750.0
1651,Import,PRT,USA,USD,93371962.0
1652,Import,SWE,USA,USD,365836158.0
1653,Import,CHE,USA,USD,1014539382.0
1654,Import,TUR,USA,USD,1049681892.0
1655,Import,GBR,USA,USD,4036391034.0
1656,Import,CHL,USA,USD,1342036656.0
1657,Import,EST,USA,USD,31207067.0
1658,Import,SVN,USA,USD,67142768.0
3351,Import,AUS,CHL,USD,81696389.0
3352,Import,AUT,CHL,USD,12956902.0
3353,Import,BEL,CHL,USD,88095898.0
3354,Import,CAN,CHL,USD,142167499.0
3355,Import,CZE,CHL,USD,3604744.0
3356,Import,DNK,CHL,USD,14985570.0
3357,Import,FIN,CHL,USD,13406521.0
3358,Import,FRA,CHL,USD,120582408.0
3359,Import,DEU,CHL,USD,174123022.0
3360,Import,GRC,CHL,USD,21461164.0
3361,Import,HUN,CHL,USD,745583.0
3362,Import,ISL,CHL,USD,543128.0
3363,Import,IRL,CHL,USD,6269836.0
3364,Import,ITA,CHL,USD,135692391.0
3365,Import,JPN,CHL,USD,662939669.0
3366,Import,LUX,CHL,USD,1601.0
3367,Import,MEX,CHL,USD,119869292.0
3368,Import,NLD,CHL,USD,103149941.0
3369,Import,NOR,CHL,USD,11792754.0
3370,Import,POL,CHL,USD,21546583.0
3371,Import,PRT,CHL,USD,3514815.0
3372,Import,SWE,CHL,USD,17248549.0
3373,Import,CHE,CHL,USD,6556570.0
3374,Import,TUR,CHL,USD,33821784.0
3375,Import,GBR,CHL,USD,79447864.0
3376,Import,USA,CHL,USD,863608333.0
3377,Import,CHL,CHL,USD,850353.0
3378,Import,EST,CHL,USD,1176663.0
3379,Import,SVN,CHL,USD,1979918.0
4293,Import,AUS,EST,USD,3719709.0
4294,Import,AUT,EST,USD,3697295.0
4295,Import,BEL,EST,USD,26746399.0
4296,Import,CAN,EST,USD,6639315.0
4297,Import,CZE,EST,USD,4397527.0
4298,Import,DNK,EST,USD,29483550.0
4299,Import,FIN,EST,USD,186052265.0
4300,Import,FRA,EST,USD,25892553.0
4301,Import,DEU,EST,USD,54283499.0
4302,Import,GRC,EST,USD,696815.0
4303,Import,HUN,EST,USD,2508333.0
4304,Import,ISL,EST,USD,2691059.0
4305,Import,IRL,EST,USD,1835958.0
4306,Import,ITA,EST,USD,9206087.0
4307,Import,JPN,EST,USD,11254830.0
4308,Import,LUX,EST,USD,168326.0
4309,Import,MEX,EST,USD,10590781.0
4310,Import,NLD,EST,USD,25645610.0
4311,Import,NOR,EST,USD,57547535.0
4312,Import,POL,EST,USD,14602583.0
4313,Import,PRT,EST,USD,3107716.0
4314,Import,SWE,EST,USD,207288836.0
4315,Import,CHE,EST,USD,4314077.0
4316,Import,TUR,EST,USD,21557116.0
4317,Import,GBR,EST,USD,19295160.0
4318,Import,USA,EST,USD,35216667.0
4319,Import,CHL,EST,USD,285042.0
4320,Import,SVN,EST,USD,809950.0
8347,Import,AUS,SVN,USD,6942258.0
8348,Import,AUT,SVN,USD,184004209.0
8349,Import,BEL,SVN,USD,19927176.0
8350,Import,CAN,SVN,USD,10530956.0
8351,Import,CZE,SVN,USD,53507663.0
8352,Import,DNK,SVN,USD,21083891.0
8353,Import,FIN,SVN,USD,7956741.0
8354,Import,FRA,SVN,USD,133887329.0
8355,Import,DEU,SVN,USD,514897984.0
8356,Import,GRC,SVN,USD,15467929.0
8357,Import,HUN,SVN,USD,99603000.0
8358,Import,ISL,SVN,USD,376984.0
8359,Import,IRL,SVN,USD,1576362.0
8360,Import,ITA,SVN,USD,275547437.0
8361,Import,JPN,SVN,USD,5641730.0
8362,Import,LUX,SVN,USD,1431842.0
8363,Import,MEX,SVN,USD,7959750.0
8364,Import,NLD,SVN,USD,38363095.0
8365,Import,NOR,SVN,USD,10385461.0
8366,Import,POL,SVN,USD,58817500.0
8367,Import,PRT,SVN,USD,4766492.0
8368,Import,SWE,SVN,USD,16927663.0
8369,Import,CHE,SVN,USD,32671972.0
8370,Import,TUR,SVN,USD,25354673.0
8371,Import,GBR,SVN,USD,41096848.0
8372,Import,USA,SVN,USD,47875000.0
8373,Import,CHL,SVN,USD,1106776.0
8374,Import,EST,SVN,USD,3422289.0
8375,Import,SVN,SVN,USD,6294745.0
